time_log,キャプチャ時間,書き出し処理時間,画像処理時間,モータ制御開始から終了,1ループ
1778,13.0912,1.4873,0.689623,16.1646,32.9308
1810,47.136,1.59072,0.664579,17.0704,31.865
1877,26.0735,2.11617,0.64742,16.6488,66.925
1923,2.03594,1.28927,0.625623,16.3678,45.9251
1944,2.13751,1.53646,0.631188,17.0903,20.8431
1966,2.08881,1.6153,0.701681,17.2438,22.0039
1988,9.93113,1.49426,0.628869,16.3868,22.0614
2017,13.945,1.62736,0.64742,16.249,28.8696
2050,11.9481,1.52023,0.628869,16.442,32.8997
2081,12.9025,1.52441,0.625159,16.5018,30.9727
2113,12.807,1.51513,0.628869,16.6047,31.9898
2145,14.746,1.57356,0.713739,16.4401,31.9814
2178,11.8061,1.54574,0.63629,16.5458,33.8889
2209,61.613,1.74191,0.737855,17.2373,30.9834
2291,3.78574,1.25264,0.637217,16.7402,81.7804
2314,1.79617,1.53971,0.613565,16.6776,22.9074
2335,1.69414,1.6371,0.796753,17.0885,21.1191
2357,8.67802,1.51281,0.677101,16.7481,21.8708
2385,14.5252,1.63942,0.778666,16.4332,28.0765
2419,10.5702,1.61438,0.638145,16.6303,33.837
2449,12.5616,1.55223,0.63629,16.7207,29.9158
2481,12.473,1.55177,0.634898,16.8083,31.9893
2513,14.4858,1.5142,0.691478,16.8269,31.8956
2547,12.4457,1.55872,0.646492,16.8338,33.9511
2579,12.4447,1.49612,0.666898,16.9549,31.9147
2611,30.4171,1.56336,0.661797,16.6316,32.0009
2661,10.4946,1.54249,0.729507,16.7244,49.8254
2691,12.3821,1.84069,0.643246,16.6177,30.0076
2722,11.2965,1.56197,0.674319,17.0184,31.9471
2753,12.2189,1.70806,0.649275,16.9628,30.9964
2785,14.1301,1.49565,0.678029,17.145,31.9963
2819,10.1496,1.64591,0.627014,16.9141,33.8898
2849,12.2258,1.52487,0.628869,17.1956,29.8263
2881,12.1674,1.53043,0.504579,16.3446,32.0255
2912,13.031,1.49148,0.634434,16.2101,31.0029
2944,14.2451,1.67188,0.643246,16.8742,31.8061
2978,31.0882,1.53136,0.637681,17.0017,34.0202
3029,12.1169,1.53832,0.601043,16.1906,50.8317
3060,11.3118,1.52997,0.657623,16.6933,30.8851
3091,11.0887,1.72754,1.0393,16.576,31.0038
3122,12.9623,1.59907,0.710956,17.2865,30.9829
3155,10.8271,1.51977,0.67571,16.378,33.0852
3185,12.8872,1.50075,0.646492,16.3525,29.8411
3217,12.8918,1.84765,0.739246,17.0416,31.9031
3250,11.8252,1.53832,0.625623,16.5074,32.9475
3280,12.7782,1.58701,0.631188,16.4818,30.9514
3312,28.7531,1.51281,0.627478,16.5881,31.9123
3360,13.67,1.52162,0.634898,16.5041,48.0399
3393,15.8224,1.56383,0.656232,16.3218,32.7875
3428,10.7947,1.63896,0.627942,16.4002,34.925
3458,12.7949,1.52626,0.627942,16.2546,30.0174
3490,12.9285,1.55455,0.65484,16.2027,31.9244
3522,11.6679,1.52209,0.691014,16.6242,31.8752
3553,12.6395,1.536,0.61913,16.678,30.9412
3585,12.5811,1.50122,0.617739,16.89,31.9796
3617,12.4842,1.58933,0.637217,16.768,32.0107
3649,12.5445,1.49009,0.625159,16.8093,31.8993
3681,28.378,1.52162,0.640463,16.7476,32.0139
3729,14.4232,1.50725,0.673391,16.9141,47.8339
3763,12.3789,1.53971,0.653913,16.8468,33.9585
3794,13.5174,1.53785,0.640927,16.5287,31.8622
3827,11.4175,1.51698,0.616811,16.9739,32.9572
3858,14.3508,1.51096,0.62284,16.8515,30.989
3892,9.41542,1.58191,0.665043,16.947,33.8657
3921,12.1396,1.54667,0.514319,17.2614,29.1766
3953,12.0626,1.49194,0.613565,16.1943,31.9467
3984,13.1849,1.50261,0.617275,16.2101,30.8025
4016,13.1311,1.60139,0.610782,17.1311,31.9587
4049,28.1317,1.53878,0.614492,16.1354,32.896
4096,15.0562,1.54296,0.674782,16.2008,46.9676
4130,12.0756,1.52533,0.62655,16.2147,33.8908
4161,14.1347,1.58609,0.665507,16.1387,30.8665
4194,12.1503,1.48452,0.484637,16.5278,32.9591
4225,16.9354,1.58052,0.636753,17.1427,31.091
4262,9.05275,1.57959,0.740637,17.1673,36.8032
4291,11.0432,2.00255,0.657159,16.8148,28.9461
4322,13.8374,1.49658,0.65113,17.1548,31.0613
4355,9.94365,1.52301,0.623304,16.4318,33.7989
4385,12.787,1.56336,0.628869,16.4582,29.0847
4417,28.6919,1.66956,0.633507,16.448,31.961
4464,12.774,1.60696,0.632579,16.2504,47.8683
4496,12.8654,1.57496,0.646492,16.403,31.8126
4528,14.784,1.60603,0.729971,16.2453,31.9833
4562,11.8613,1.5629,0.633507,16.5097,33.8667
4593,14.6713,1.56012,0.640927,16.4313,31.0924
4627,14.7631,1.60788,0.643246,16.4716,33.8384
4661,10.6393,1.5462,0.64742,16.7096,33.9998
4691,10.6184,1.63664,0.665971,16.4359,29.9691
4721,12.6034,1.63432,0.720232,16.4336,29.913
4753,14.6054,2.05125,0.685913,17.0806,31.9624
4788,25.3723,1.66307,0.604753,16.5955,35.0103
4833,12.5125,1.62922,0.627014,16.6697,44.7791
4865,12.4726,1.5513,0.629333,16.8107,31.962
4897,12.3603,1.53832,0.626087,16.9308,32.0093
4928,13.3983,1.48962,0.645565,16.8274,31.8803
4961,12.423,1.52162,0.691942,16.9753,32.8784
4993,12.3265,1.59258,0.653449,16.8714,32.0515
5025,14.2636,1.52116,0.646492,16.9744,31.9745
5059,10.3434,1.63942,0.644174,16.6298,33.9367
5089,12.3167,1.568,0.660869,16.8315,29.9038
5121,12.1618,1.61252,0.67571,17.0166,32.0046
5153,28.0965,1.53925,0.63629,16.154,31.9021
5200,15.1842,1.50493,0.632579,16.2834,46.8628
5234,11.0803,1.64406,0.618203,16.9331,34.0401
5265,14.1472,1.53183,0.706319,16.0209,30.7974
5298,13.1177,1.57496,0.644174,16.2198,32.909
5330,11.0562,1.52533,0.621913,16.2801,32.0107
5360,15.9958,1.52394,0.64742,16.1739,29.9821
5395,12.9809,1.55594,0.649739,16.3209,34.912
5427,12.9373,1.56197,0.64742,18.2776,31.9643
5460,9.08985,1.61762,0.693797,16.9892,33.8727
5490,27.6958,1.70806,0.67571,17.241,29.107
5537,11.8669,1.50864,0.660869,16.5282,47.7746
5568,12.775,1.53646,0.634434,16.6391,31.0187
5600,14.6676,1.51606,0.625623,16.5194,32.0213
5634,12.8417,1.63664,0.665971,16.3232,33.7716
5666,12.8315,1.60788,0.699362,16.4118,31.8998
5698,12.8144,1.60185,0.631188,16.3784,31.9796
5730,12.7156,1.53554,0.639536,16.6405,31.9392
5762,11.738,1.5462,0.631652,16.4934,31.9555
5793,12.7091,1.61391,0.643246,16.5166,30.9574
5825,16.5561,1.63988,0.616348,16.4498,32.0246
5861,24.5662,1.88985,0.661333,16.2931,35.8525
5905,12.5157,1.78736,0.802782,16.2463,43.9606
5937,12.5185,1.54991,0.571826,16.9966,31.8864
5969,12.352,1.58655,0.672927,16.6961,32.0974
6001,12.4707,1.52719,0.615884,16.8287,31.8395
6033,14.3518,1.64545,0.698898,16.7671,31.9791
6066,12.4002,1.55455,0.639072,16.8543,33.8857
6098,13.4242,1.59304,0.620058,16.7235,31.8905
6131,10.4032,1.53646,0.62284,17.0379,32.9099
6161,12.2806,1.62504,0.627014,17.0769,30.0568
6193,12.1493,1.60603,0.629797,16.9906,32.0607
6225,30.1027,1.62736,0.678956,16.9127,31.9225
6275,10.0981,1.6,0.641855,17.0286,49.9019
6305,14.4626,1.52951,0.623768,16.8927,29.818
6339,10.0767,1.51096,0.672463,16.2537,34.0146
6368,15.0326,1.63988,0.711884,17.0722,28.9549
6403,12.0691,1.49751,0.703536,16.2611,34.8883
6434,12.9683,1.63478,0.695652,17.101,30.9862
6467,11.9532,1.58423,0.696116,17.274,32.9136
6499,11.897,1.53507,0.626087,16.3687,31.9671
6530,11.9457,1.56243,0.637217,16.4633,30.867
6561,14.8095,1.54574,0.574145,16.4786,31.0539
6595,28.8742,1.52951,0.622377,16.2439,33.856
6642,12.9447,1.54527,0.691478,16.454,47.8214
6674,10.7831,1.68719,0.650666,16.4327,32.0918
6704,12.6646,1.61948,0.671536,16.5658,30.0127
6736,12.6117,1.50956,0.699362,16.621,31.9782
6768,12.5932,1.53785,0.618203,16.473,31.9564
6800,14.7534,1.50585,0.667362,16.5732,31.738
6834,12.7003,1.66168,0.671536,16.4642,33.939
6866,11.6902,1.52162,0.627942,16.6627,31.9397
6897,12.6242,1.65194,0.669681,16.5811,31.014
6929,12.537,1.50307,0.662261,16.6827,31.968
6961,28.5783,1.51698,0.649275,16.8422,31.8326
7009,1.49797,1.27397,0.619594,16.0366,48.0074
7029,28.5913,1.58562,0.65855,16.6632,19.878
7077,8.49066,1.66029,0.737391,16.5839,47.9606
7105,12.4531,1.64359,0.563478,16.8116,27.9448
7137,12.4837,1.54713,0.674319,16.6961,31.9369
7168,14.4338,1.55872,0.723942,16.8468,31.9202
7202,11.3308,1.63756,0.687304,16.8779,33.9817
7233,12.3302,1.65519,0.632579,16.8478,30.9579
7265,12.2736,1.54388,0.615884,17.2012,31.9388
7297,12.211,1.58423,0.700753,16.9567,32.0459
7329,30.1458,1.52301,0.639536,17.0314,31.8748
7379,3.22551,1.33101,0.721159,16.2231,49.8787
7401,5.21136,1.48406,0.645565,16.2054,21.9409
7425,33.056,1.5513,0.629333,16.0037,24.0037
7477,8.18272,1.88197,0.672463,16.6915,51.8061
7505,12.057,1.69183,0.77171,17.1599,28.0176
7537,11.7676,1.49194,0.702145,17.1747,32.2156
7569,14.035,1.61252,0.717449,16.121,31.6424
7602,12.9818,1.49287,0.624695,16.339,32.9164
7634,12.051,1.63154,0.632116,16.2708,31.9003
7665,12.8867,1.55362,0.637217,16.3654,31.0233
7697,28.883,1.57217,0.626087,16.512,31.8711
7745,1.80962,1.30829,0.630261,16.7212,48.0306
7765,1.86156,1.92417,0.752695,17.0347,20.9159
7787,3.81356,1.54203,0.64,16.4587,21.9914
7810,46.8118,1.58933,0.595942,16.4012,22.8781
7876,8.95118,1.71038,0.716985,17.3148,65.8221
7905,11.5798,2.14029,0.671536,16.941,29.2095
7937,13.6473,1.85832,0.670145,16.3265,31.8446
7970,12.5101,1.68812,0.665043,16.4554,33.0578
8002,11.6962,1.50122,0.617275,16.6057,31.7505
8033,28.5398,1.70481,0.639536,16.5695,30.9607
8081,1.56893,1.39455,0.662724,16.7378,47.9184
8102,3.6851,1.58469,0.634898,16.3743,20.8431
8125,1.63246,1.54481,0.643246,16.6892,22.9783
8146,13.6116,1.58516,0.657623,16.7429,20.9614
8179,44.3306,1.58701,0.652521,16.5709,33.1413
8243,12.5087,1.57496,0.656232,16.8464,63.6832
8275,10.4492,1.71362,0.690087,16.5041,32.0408
8304,14.4519,1.98956,0.64742,16.4076,29.9
8339,11.2301,1.72614,0.690087,16.7096,34.0851
8369,12.3478,1.58516,0.766145,16.8626,30.9004
8402,30.1319,2.2604,0.732753,16.7221,32.0505
8452,3.30435,1.36997,0.787478,16.9099,50.7079
8475,3.35768,1.54806,0.624232,17.0166,22.8953
8498,3.27838,1.64452,0.617275,16.9489,23.0126
8521,6.19548,1.50307,0.635362,16.1424,22.9899
8546,13.178,1.51142,0.627942,16.2305,24.9289
8578,12.1043,1.50864,0.619594,16.224,31.9736
8609,46.0559,1.59304,0.635826,17.0996,30.8999
8675,12.1665,1.51791,0.624232,16.2333,65.8453
8706,12.9971,1.83235,0.670145,16.9878,31.0256
8739,10.9134,1.55362,0.708174,17.2471,33.0193
8770,27.8353,1.51281,0.626087,16.4517,30.8953
8817,2.04383,1.93994,0.656695,16.7351,46.8749
8839,1.95339,1.63942,0.622377,16.2328,21.9474
8860,3.7338,1.53183,0.70771,16.4188,21.1075
8882,10.8165,1.54945,0.633971,16.4726,22.8443
8912,12.8278,1.51838,0.632116,16.557,29.8968
8944,13.7651,1.56754,0.736,16.4002,31.9851
8977,44.6618,1.55872,0.627014,16.5765,32.9145
9041,15.8038,1.60139,0.640927,16.2402,63.897
9076,10.0373,1.57542,0.644637,16.4063,34.8169
9105,13.6575,1.59583,0.720695,16.5231,29.1195
9138,29.4956,1.70064,0.644637,16.41,33.068
9187,1.54249,1.22203,0.631188,16.8287,48.8106
9208,1.71826,1.52301,0.603362,16.4248,20.8125
9229,1.70481,1.68116,0.642782,16.4883,20.9067
9250,11.6508,1.57774,0.624232,16.7643,20.9702
9281,14.5322,1.67977,0.635362,16.5129,31.059
9315,10.5312,1.55038,0.629333,16.8533,33.8857
9345,13.4483,1.62133,0.644174,16.6534,30.0062
9378,12.4893,1.62875,0.624695,16.7109,32.915
9410,48.3701,1.5833,0.619594,16.6497,31.9773
9477,9.46782,1.56012,0.65484,16.8297,67.7899
9506,29.4043,1.54156,0.644174,16.8088,28.9683
9555,1.39919,1.27443,0.617739,16.1401,48.8709
9575,1.4029,1.54574,0.629333,16.9841,19.9629
9596,1.28974,1.60556,0.620058,17.0889,21.0212
9617,12.1823,1.63942,0.629797,16.8441,21.0328
9649,12.2861,1.54203,0.62655,17.1242,31.7996
9681,12.2138,1.56893,0.617275,17.0087,32.0069
9713,12.1887,1.52162,0.622377,16.2277,31.9216
9744,14.0856,1.53554,0.617739,16.1489,31.0015
9777,45.1065,1.52394,0.619594,16.1989,32.8315
9841,15.0794,1.57913,0.660405,17.1205,63.9791
9876,28.102,1.50864,0.654377,17.0476,34.8995
9923,2.07954,1.22991,0.615884,16.6952,47.8377
9945,1.87826,1.47339,0.624695,16.3353,21.1501
9965,4.1549,1.57403,0.625623,17.1487,20.7666
9989,7.92533,1.49333,0.626087,16.4902,24.0394
10016,12.8232,1.61855,0.62655,16.4851,27.0145
10048,12.7986,1.54713,0.62284,16.3645,31.9907
10080,12.8723,1.59861,0.62284,16.4053,31.8493
10112,14.7993,1.59954,0.65484,16.4076,31.9211
10146,11.8442,1.57449,0.629333,16.4805,33.9038
10177,44.7179,1.57449,0.629333,16.3562,30.9792
10241,32.7364,1.5898,0.656232,16.3191,63.8669
10293,1.7804,1.23501,0.617275,16.8909,51.8428
10314,1.64174,1.55594,0.697507,16.4633,21.0764
10335,3.76765,1.568,0.627942,16.4818,20.8751
10358,9.66724,1.68394,1.0393,16.9887,23.0187
10388,9.5986,1.50817,0.631188,16.8941,29.9075
10417,12.4489,1.67327,0.716521,17.1617,29.068
10449,11.8776,1.54249,0.667362,16.7754,32.4902
10481,14.5122,1.55965,0.716521,16.6372,31.3085
10514,12.544,1.54991,0.649275,16.768,33.8685
10546,11.5024,1.57635,0.62284,16.8668,31.9615
10577,30.3629,1.55316,0.625623,16.8719,31.0187
10627,12.4151,1.52301,0.623304,16.9081,49.8476
10659,12.4294,1.51559,0.640463,16.7916,31.9276
10691,10.3694,1.86991,0.657623,16.5755,31.9518
10721,14.3916,1.52162,0.64,16.9053,29.9316
10755,10.3559,1.52023,0.646492,17.0602,33.8945
10785,12.2045,1.50817,0.620985,16.0524,30.0341
10816,13.2916,1.75119,0.630724,16.8023,30.842
10849,12.2769,1.56383,0.621913,16.9957,32.9243
10881,12.2333,1.57032,0.621913,16.0125,31.9536
10912,15.2645,1.53043,0.61913,17.1358,30.8781
10947,28.1215,1.53368,0.637681,17.1399,35.0043
10995,13.1571,1.51281,0.629333,16.1721,47.8845
11026,13.159,1.58841,0.643246,16.1169,31.9467
11058,13.1381,1.56429,0.655304,17.1191,31.9494
11091,10.1134,1.63803,0.770782,17.1038,32.9071
11121,11.904,1.60788,0.794434,16.8974,30.1041
11153,14.0814,1.83513,0.928,16.7861,31.7704
11187,9.78179,1.49241,0.630261,16.5519,34.1584
11216,14.8118,1.72522,0.68684,20.1943,28.8965
11254,7.80521,1.59026,0.631652,17.3519,37.9038
11282,12.8858,1.60649,0.632579,16.442,27.827
11314,27.7505,1.54667,0.635826,16.5213,32.0111
11361,12.7355,1.5731,0.628406,16.6442,46.9509
11393,12.6562,1.53971,0.629333,16.6289,32.0074
11425,14.6824,1.53971,0.69055,16.5644,31.8817
11459,12.7179,1.52858,0.727652,16.5004,33.9075
11491,10.6954,1.56568,0.621913,16.6321,31.9184
11521,12.6154,1.63525,0.74342,17.491,29.9701
11554,11.6109,1.54713,0.656232,16.7494,32.9229
11585,12.5477,1.5091,0.666434,16.6901,31.0057
11617,14.5002,1.62272,0.618666,16.8176,31.9281
11650,10.4311,1.55965,0.620521,16.9053,33.9951
11680,30.316,1.59212,0.644637,16.7596,29.9752
11730,11.3405,1.54064,0.630261,16.9827,49.8648
11761,12.3293,1.51745,0.622377,17.9951,30.9268
11794,11.3813,1.52116,0.613565,16.8584,32.9113
11825,14.3133,1.53136,0.70029,16.9043,30.9607
11859,12.3622,1.4873,0.605681,17.101,33.8903
11891,10.3212,1.57727,0.702145,16.7105,31.9958
11921,12.2282,1.69878,0.68684,16.928,29.9242
11953,12.1247,1.50446,0.713275,16.2769,32.0009
11984,17.0792,1.62736,0.684521,16.7583,31.0655
12021,10.1347,1.60649,0.622377,17.2424,36.761
12051,27.9759,1.55733,0.662261,16.1387,30.0461
12098,12.0561,1.56707,0.63629,16.2824,46.7997
12129,15.0261,1.52023,0.598724,16.3167,30.9537
12162,11.0349,1.53878,0.620058,16.3743,33.9033
12193,12.9215,1.50632,0.644637,16.3886,30.0531
12224,14.9329,1.56475,0.850087,17.178,31.8845
12259,11.8711,1.54527,0.656695,16.2977,34.9778
12290,11.0534,1.60556,0.674782,17.0175,30.842
12321,11.8316,1.75536,0.704463,17.1098,31.0367
12353,12.8566,1.74701,0.744811,17.2944,31.9221
12386,10.5707,1.57913,0.633507,16.4536,33.1557
12416,29.709,1.66029,0.653449,16.3627,29.7651
12465,12.7448,1.56197,0.646492,16.5639,48.8473
12497,12.7545,1.57264,0.655304,16.4907,31.9425
12529,14.7882,1.52533,0.657159,16.39,31.8966
12563,10.7627,1.56893,0.657159,16.4763,33.9483
12593,14.7302,1.52441,0.64,16.6572,29.9051
12627,12.6938,1.59583,0.636753,16.5171,33.9817
12659,14.7325,1.56893,0.659478,16.4299,31.904
12692,8.69379,1.65936,0.519884,16.6534,33.9042
12720,12.6173,1.61901,0.689159,16.5867,28.0009
12753,30.3898,1.95432,0.677565,16.3033,32.0867
12802,12.5254,1.57635,0.714666,16.7174,49.7651
12834,12.4355,1.67652,0.68313,16.6275,32.0014
12866,11.4801,1.55919,0.667826,16.7606,31.866
12897,14.4821,1.5949,0.655304,16.5598,30.9296
12931,10.4802,1.5462,0.639072,16.9006,33.8973
12961,13.3987,1.58933,0.659478,16.8501,30.0206
12994,11.3767,1.52255,0.629333,16.8812,32.9368
13025,14.4199,1.62365,0.60429,16.7916,30.8823
13059,12.4002,1.46968,0.540753,17.0662,33.9223
13091,10.4172,1.68162,0.62655,16.704,31.9573
13121,30.2553,1.77948,0.626087,16.6502,29.99
13171,12.2541,1.64869,0.889971,16.7717,49.8648
13203,11.1578,1.49287,0.621449,16.2444,32.0222
13233,15.1221,1.67281,0.731826,16.8074,29.9589
13267,10.1245,1.54249,0.61913,16.2245,34.9097
13296,13.0555,1.59722,0.646492,17.1334,28.9693
13329,12.1516,1.60325,0.628869,16.1447,32.8747
13360,13.9673,1.52348,0.632579,16.3149,31.0284
13393,11.9768,1.51281,0.627478,16.3863,32.8951
13424,14.9769,1.54249,0.610319,16.3237,30.9449
13458,12.9521,1.53507,0.605217,16.3334,33.9181
13490,28.9312,1.53554,0.637681,16.3919,31.9077
13538,12.8158,1.75768,0.655304,17.2151,48.0385
13571,10.7334,1.56475,0.698898,16.4549,32.966
13601,13.7493,1.52255,0.719768,16.5301,29.9265
13634,11.6777,1.64777,0.554666,16.5222,33.0027
13665,14.7557,1.63107,0.609391,16.378,30.8577
13699,10.7372,1.568,0.630724,16.5881,33.9
13729,14.688,1.58238,0.642319,16.4628,29.9752
13763,10.6815,1.56012,0.617275,16.6363,33.9186
13793,13.6264,1.53878,0.588985,16.7411,29.9497
13826,13.5253,1.53925,0.597797,16.7935,33.0272
13859,30.5182,1.50493,0.614492,16.6766,32.9331
13908,8.61171,1.81751,0.781913,16.2388,49.8189
13936,14.4849,1.60649,0.719304,16.6066,28.0088
13970,11.4866,1.52533,0.732753,16.8102,33.8792
14001,12.4239,1.49055,0.579246,16.9206,31.0038
14033,12.3715,1.62226,0.596869,16.915,31.9402
14065,12.365,1.52069,0.608463,16.9586,31.9193
14097,14.3861,1.55223,0.700753,16.8441,31.8868
14131,10.3912,1.53554,0.616348,16.9618,33.92
14161,12.3344,1.53322,0.571826,16.16,29.9538
14192,15.2682,1.53183,0.57229,17.0031,31.0576
14227,29.3115,1.6051,0.59455,16.934,34.8248
14276,12.2871,1.49843,0.689623,16.0218,48.895
14307,12.2936,1.95803,0.656232,16.6641,30.97
14339,11.085,1.54388,0.681739,17.1075,32.0399
14370,14.214,1.63014,0.611246,16.9252,30.86
14403,14.3615,1.67838,0.610782,16.8176,33.9381
14437,8.0895,1.6589,0.631652,17.0815,33.9483
14465,12.0274,1.52672,0.618203,16.2643,27.9606
14496,12.9744,1.54249,0.621913,16.4767,30.9598
14528,12.8246,1.50725,0.617275,16.3538,32.0626
14560,13.9339,1.61855,0.591768,16.3065,31.808
14593,28.8784,1.54481,0.593159,16.4229,32.96
14641,14.9625,1.60417,0.639072,16.2101,47.878
14675,13.9947,1.56012,0.639072,16.2578,33.9014
14708,9.9353,1.73171,0.637217,16.3367,32.921
14737,12.7035,1.74655,0.605217,16.4438,29.1691
14769,12.4345,1.78087,0.609855,16.4146,32.1447
14801,12.653,1.5193,0.595014,16.5106,31.6939
14833,12.736,1.6269,0.618203,16.5018,31.8238
14865,14.6527,1.56985,0.626087,16.4369,31.9893
14898,10.7719,1.62041,0.629797,16.5254,33.8091
14929,12.6344,1.50771,0.579246,16.7128,30.0378
14960,30.6022,1.52441,0.476753,16.9081,31.8952
15010,12.6112,1.50632,0.627942,16.6117,49.9432
15042,13.5578,1.57403,0.73229,16.6238,31.9309
15075,12.5751,1.62597,0.635362,16.55,32.9544
15107,10.6328,1.90377,0.651594,16.2356,31.8794
15137,12.4911,1.696,0.671072,16.499,29.9599
15169,12.5078,1.64823,0.678956,16.8116,31.9262
15201,12.3664,1.55455,0.62655,16.8427,32.0923
15233,14.4487,1.65055,0.731362,16.6029,31.8488
15267,10.2947,1.5309,0.626087,16.0751,33.9719
15296,29.2531,1.58377,0.582956,17.0347,28.9595
15345,3.31594,1.33472,0.604753,16.185,48.9062
15367,3.3818,1.60046,0.58713,16.8255,21.9181
15390,32.2884,1.54342,0.616348,16.0575,22.8679
15441,13.2401,1.52719,0.628869,17.1362,50.95
15474,16.2337,1.52719,0.610319,15.9518,32.9887
15508,9.43953,1.59026,0.608,16.9465,34.8011
15538,12.0018,1.66725,0.64742,17.2498,29.1877
15570,11.9133,1.57959,0.700753,16.243,32.0144
15600,12.9693,1.50817,0.620985,16.2361,30.8707
15632,13.0221,1.63014,0.623304,17.1566,31.8562
15665,30.0169,1.60881,0.633507,16.2384,32.8821
15714,2.00672,1.40475,0.661797,18.3346,48.9252
15737,2.01183,1.54574,0.603362,16.2323,22.9356
15758,2.00301,1.57959,0.627478,16.3835,20.9656
15779,43.7922,1.5411,0.648348,16.5338,21.0091
15842,13.8592,1.58052,0.684521,16.2314,62.9597
15875,14.8127,1.5578,0.708637,16.2495,32.9335
15909,8.96834,1.74423,0.608927,16.9414,33.8161
15938,11.8674,1.68951,0.769391,16.2194,28.9349
15969,12.6474,1.67188,0.66829,17.305,31.1573
16002,11.7746,1.52626,0.619594,16.5616,32.8737
16033,29.638,1.63014,0.598724,16.5023,30.9217
16082,1.67559,1.46133,0.62655,16.467,48.9484
16102,3.8553,1.64127,0.594087,16.384,20.7991
16125,1.63014,1.55269,0.627942,16.7193,23.0279
16146,12.5792,1.56429,0.685913,16.5867,20.9836
16178,43.4639,1.55084,0.65855,16.685,31.955
16241,14.4807,1.56568,0.643246,16.5672,62.9041
16275,12.5881,1.51049,0.595942,16.7601,33.8105
16307,14.4519,1.57078,0.608927,16.6595,32.0306
16341,8.54817,1.58887,0.657623,16.5092,33.8138
16369,12.4656,1.5949,0.692405,16.8728,27.9633
16401,29.242,1.5782,0.763362,16.7722,32.0955
16450,7.3702,1.73867,0.751768,16.3339,48.9252
16477,1.43907,1.69878,0.56255,16.8774,26.79
16498,3.35304,2.15884,0.626087,16.2713,21.0592
16521,4.28475,1.4989,0.627014,16.9363,22.9352
16545,14.2706,1.51374,0.64,16.9637,23.891
16578,11.36,1.5091,0.685913,17.1232,33.8476
16610,47.0734,1.58609,0.617275,17.0305,31.1411
16676,13.1872,1.55733,0.629797,16.0779,66.8322
16708,9.14875,1.58377,0.573217,16.9048,31.9119
16737,12.0125,1.61298,0.650666,17.1552,29.0476
