time[ms],x,y,arc,pos
19723,-57687,58408,0,0
19732,-57708,58430,0,0
19739,-57729,58451,0,0
19748,-57754,58480,0,0
19755,-57775,58509,0,0
19764,-57799,58544,0,0
19771,-57820,58575,0,0
19780,-57842,58604,0,0
19789,-57863,58630,0,0
19796,-57885,58648,0,0
19805,-57908,58666,0,0
19812,-57928,58684,0,0
19821,-57947,58700,0,0
19828,-57967,58715,0,0
19837,-57989,58729,0,0
19844,-58012,58741,0,0
19853,-58032,58753,0,0
19860,-58050,58764,0,0
19869,-58067,58779,0,0
19876,-58089,58798,0,0
19885,-58112,58816,0,0
19892,-58135,58834,0,0
19901,-58160,58853,0,0
19908,-58183,58869,0,0
19915,-58209,58886,0,0
19924,-58235,58905,0,0
19931,-58260,58924,0,0
19939,-58287,58941,0,0
19948,-58312,58958,0,0
19955,-58340,58974,0,0
19964,-58368,58991,0,0
19971,-58393,59010,0,0
19980,-58418,59028,0,0
19987,-58442,59045,0,0
19996,-58467,59063,0,0
20003,-58492,59084,0,0
20011,-58518,59103,0,0
20020,-58543,59120,0,0
20028,-58568,59136,0,0
20035,-58592,59153,0,0
20044,-58613,59168,0,0
20051,-58634,59181,0,0
20060,-58655,59196,0,0
20068,-58678,59211,0,0
20075,-58698,59223,0,0
20083,-58714,59235,0,0
20091,-58734,59249,0,0
20099,-58757,59259,0,0
20106,-58777,59268,0,0
20115,-58793,59276,0,0
20122,-58810,59284,0,0
20131,-58825,59294,0,0
20140,-58839,59305,0,0
20148,-58854,59316,0,0
20155,-58869,59329,0,0
20164,-58884,59345,0,0
20171,-58899,59358,0,0
20179,-58899,59358,0,0
20180,-58914,59370,0,0
20188,-58930,59385,0,0
20197,-58944,59404,0,0
20205,-58959,59428,0,0
20213,-58975,59446,0,0
20221,-58995,59465,0,0
20228,-59018,59486,0,0
20237,-59040,59508,0,0
20244,-59063,59529,0,0
20252,-59084,59556,0,0
20261,-59112,59581,0,0
20269,-59140,59605,0,0
20276,-59169,59630,0,0
20283,-59197,59655,0,0
20292,-59225,59680,0,0
20299,-59258,59704,0,0
20308,-59289,59729,0,0
20316,-59318,59754,0,0
20323,-59348,59781,0,0
20332,-59374,59810,0,0
20339,-59398,59836,0,0
20348,-59423,59861,0,0
20355,-59450,59884,0,0
20364,-59472,59909,0,0
20371,-59489,59934,0,0
20380,-59505,59960,0,0
20387,-59528,59989,0,0
20395,-59549,60013,0,0
20404,-59574,60039,0,0
20411,-59602,60066,0,0
20420,-59627,60091,0,0
20427,-59650,60116,0,0
20436,-59677,60143,0,0
20443,-59704,60166,0,0
20451,-59733,60191,0,0
20460,-59760,60218,0,0
20467,-59788,60243,0,0
20476,-59819,60270,0,0
20483,-59848,60296,0,0
20492,-59873,60324,0,0
20499,-59902,60353,0,0
20508,-59930,60383,0,0
20515,-59958,60408,0,0
20524,-59987,60436,0,0
20531,-60015,60464,0,0
20540,-60044,60493,0,0
20549,-60074,60521,0,0
20556,-60103,60550,0,0
20565,-60132,60579,0,0
20572,-60162,60609,0,0
20581,-60187,60636,0,0
20588,-60210,60665,0,0
20597,-60239,60695,0,0
20604,-60267,60728,0,0
20613,-60292,60760,0,0
20620,-60317,60789,0,0
20629,-60340,60815,0,0
20636,-60363,60838,0,0
20645,-60383,60861,0,0
20652,-60400,60883,0,0
20661,-60420,60906,0,0
20667,-60439,60929,0,0
20676,-60462,60948,0,0
20683,-60485,60971,0,0
20692,-60508,60991,0,0
20699,-60530,61013,0,0
20708,-60552,61033,0,0
20715,-60569,61054,0,0
20724,-60589,61075,0,0
20731,-60612,61098,0,0
20740,-60633,61116,0,0
20747,-60657,61138,0,0
20756,-60679,61160,0,0
20763,-60702,61180,0,0
20772,-60728,61201,0,0
20779,-60747,61221,0,0
20788,-60768,61243,0,0
20795,-60792,61266,0,0
20803,-60814,61290,0,0
20812,-60837,61310,0,0
20819,-60860,61331,0,0
20828,-60884,61353,0,0
20835,-60910,61375,0,0
20844,-60934,61395,0,0
20851,-60960,61415,0,0
20860,-60983,61436,0,0
20867,-61005,61456,0,0
20876,-61025,61476,0,0
20883,-61045,61495,0,0
20892,-61067,61515,0,0
20899,-61087,61533,0,0
20908,-61108,61553,0,0
20915,-61132,61575,0,0
20924,-61155,61604,0,0
20933,-61179,61633,0,0
20941,-61199,61666,0,0
20948,-61222,61698,0,0
20957,-61244,61721,0,0
20964,-61264,61738,0,0
20973,-61285,61748,0,0
20980,-61308,61758,0,0
20989,-61329,61773,0,0
20996,-61349,61786,0,0
21004,-61368,61800,0,0
21013,-61390,61815,0,0
21020,-61414,61829,0,0
21028,-61439,61843,0,0
21037,-61462,61853,0,0
21043,-61489,61864,0,0
21051,-61517,61878,0,0
21060,-61540,61888,0,0
21068,-61567,61900,0,0
21075,-61592,61910,0,0
21084,-61617,61921,0,0
21091,-61642,61929,0,0
21098,-61663,61935,0,0
21107,-61690,61941,0,0
21115,-61712,61948,0,0
21123,-61735,61954,0,0
21130,-61758,61961,0,0
21139,-61780,61965,0,0
21146,-61803,61966,0,0
21155,-61829,61968,0,0
21164,-61854,61962,0,0
21171,-61874,61960,0,0
21180,-61892,61955,0,0
21186,-61910,61955,0,0
21194,-61929,61955,0,0
21203,-61944,61955,0,0
21212,-61959,61951,0,0
21220,-61976,61948,0,0
21227,-61990,61946,0,0
21235,-62005,61942,0,0
21244,-62020,61937,0,0
21251,-62035,61930,0,0
21259,-62051,61923,0,0
21268,-62068,61916,0,0
21275,-62082,61913,0,0
21284,-62098,61911,0,0
21290,-62111,61911,0,0
21299,-62126,61911,0,0
21308,-62147,61913,0,0
21315,-62165,61913,0,0
21324,-62185,61916,0,0
21331,-62208,61919,0,0
21340,-62230,61925,0,0
21347,-62253,61931,0,0
21356,-62275,61940,0,0
21363,-62298,61949,0,0
21372,-62320,61958,0,0
21379,-62345,61966,0,0
21388,-62367,61976,0,0
21396,-62390,61988,0,0
21405,-62410,61999,0,0
21411,-62434,62009,0,0
21420,-62458,62019,0,0
21427,-62482,62031,0,0
21436,-62504,62045,0,0
21443,-62527,62063,0,0
21452,-62547,62080,0,0
21459,-62564,62098,0,0
21467,-62585,62119,0,0
21476,-62605,62140,0,0
21483,-62624,62161,0,0
21492,-62643,62185,0,0
21499,-62649,62196,0,0
21506,-62657,62203,0,0
21514,-62657,62203,0,0
21515,-62683,62230,0,0
21524,-62708,62255,0,0
21531,-62735,62281,0,0
21540,-62762,62309,0,0
21547,-62788,62336,0,0
21556,-62813,62365,0,0
21563,-62839,62394,0,0
21572,-62868,62421,0,0
21579,-62898,62448,0,0
21588,-62928,62476,0,0
21595,-62958,62510,0,0
21604,-62987,62543,0,0
21611,-63013,62570,0,0
21620,-63042,62598,0,0
21627,-63070,62623,0,0
21636,-63097,62646,0,0
21643,-63127,62671,0,0
21652,-63153,62696,0,0
21659,-63182,62723,0,0
21668,-63207,62748,0,0
21675,-63234,62774,0,0
21684,-63259,62795,0,0
21693,-63287,62815,0,0
21701,-63312,62833,0,0
21708,-63335,62851,0,0
21717,-63358,62871,0,0
21724,-63379,62890,0,0
21733,-63400,62905,0,0
21740,-63422,62920,0,0
21749,-63440,62931,0,0
21756,-63458,62944,0,0
21765,-63474,62959,0,0
21772,-63493,62975,0,0
21781,-63513,62994,0,0
21788,-63532,63010,0,0
21795,-63553,63028,0,0
21804,-63575,63046,0,0
21811,-63598,63065,0,0
21820,-63620,63085,0,0
21827,-63639,63108,0,0
21836,-63660,63133,0,0
21843,-63682,63155,0,0
21851,-63705,63178,0,0
21860,-63730,63201,0,0
21867,-63755,63228,0,0
21876,-63777,63253,0,0
21883,-63800,63278,0,0
21892,-63825,63304,0,0
21900,-63852,63339,0,0
21907,-63877,63375,0,0
21915,-63904,63419,0,0
21924,-63929,63456,0,0
21931,-63958,63495,0,0
21939,-63987,63525,0,0
21948,-64010,63553,0,0
21955,-64034,63574,0,0
21963,-64058,63595,0,0
21971,-64082,63615,0,0
21980,-64103,63636,0,0
21988,-64124,63654,0,0
21995,-64144,63678,0,0
22004,-64163,63700,0,0
22011,-64180,63721,0,0
22020,-64202,63740,0,0
22027,-64222,63758,0,0
22036,-64242,63773,0,0
22045,-64264,63788,0,0
22052,-64285,63800,0,0
22061,-64307,63816,0,0
22068,-64328,63835,0,0
22077,-64345,63855,0,0
22084,-64364,63876,0,0
22093,-64385,63900,0,0
22100,-64405,63924,0,0
22109,-64425,63953,0,0
22116,-64450,63979,0,0
22125,-64473,64005,0,0
22133,-64497,64031,0,0
22141,-64519,64055,0,0
22148,-64542,64083,0,0
22157,-64565,64109,0,0
22163,-64590,64136,0,0
22172,-64615,64164,0,0
22179,-64644,64194,0,0
22188,-64673,64223,0,0
22195,-64700,64253,0,0
22204,-64725,64279,0,0
22211,-64750,64305,0,0
22220,-64775,64335,0,0
22227,-64802,64361,0,0
22235,-64828,64386,0,0
22244,-64855,64413,0,0
22251,-64880,64438,0,0
22260,-64905,64460,0,0
22267,-64932,64483,0,0
22275,-64957,64505,0,0
22284,-64978,64525,0,0
22291,-65000,64544,0,0
22300,-65019,64560,0,0
22307,-65035,64575,0,0
22316,-65049,64588,0,0
22323,-65065,64602,0,0
22332,-65087,64619,0,0
22339,-65105,64633,0,0
22348,-65124,64644,0,0
22355,-65145,64656,0,0
22363,-65165,64669,0,0
22372,-65183,64680,0,0
22380,-65195,64690,0,0
22387,-65209,64701,0,0
22395,-65224,64711,0,0
22404,-65241,64723,0,0
22413,-65253,64734,0,0
22420,-65267,64744,0,0
22429,-65282,64755,0,0
22437,-65299,64770,0,0
22444,-65317,64795,0,0
22452,-65332,64816,0,0
22461,-65350,64834,0,0
22468,-65372,64856,0,0
22477,-65390,64881,0,0
22484,-65409,64904,0,0
22492,-65432,64929,0,0
22501,-65453,64954,0,0
22508,-65472,64981,0,0
22517,-65489,65010,0,0
22524,-65510,65036,0,0
22532,-65530,65066,0,0
22539,-65554,65095,0,0
22548,-65575,65124,0,0
22555,-65602,65154,0,0
22564,-65627,65181,0,0
22571,-65655,65209,0,0
22580,-65687,65238,0,0
22587,-65718,65263,0,0
22596,-65747,65288,0,0
22603,-65774,65314,0,0
22612,-65800,65340,0,0
22620,-65825,65366,0,0
22627,-65848,65391,0,0
22636,-65867,65416,0,0
22643,-65894,65445,0,0
22652,-65923,65474,0,0
22659,-65952,65503,0,0
22668,-65977,65529,0,0
22675,-66000,65551,0,0
22684,-66023,65571,0,0
22691,-66048,65590,0,0
22699,-66074,65613,0,0
22708,-66099,65636,0,0
22715,-66127,65660,0,0
22724,-66152,65679,0,0
22731,-66179,65700,0,0
22740,-66204,65719,0,0
22747,-66229,65736,0,0
22755,-66255,65755,0,0
22764,-66283,65773,0,0
22771,-66310,65789,0,0
22780,-66337,65803,0,0
22788,-66362,65818,0,0
22797,-66387,65831,0,0
22804,-66410,65849,0,0
22813,-66432,65865,0,0
22820,-66454,65881,0,0
22829,-66478,65895,0,0
22836,-66502,65910,0,0
22845,-66523,65926,0,0
22852,-66543,65943,0,0
22861,-66563,65959,0,0
22868,-66584,65978,0,0
22877,-66604,65998,0,0
22884,-66624,66015,0,0
22893,-66645,66034,0,0
22900,-66667,66051,0,0
22908,-66688,66069,0,0
22915,-66714,66091,0,0
22923,-66738,66113,0,0
22932,-66762,66134,0,0
22939,-66783,66154,0,0
22948,-66804,66176,0,0
22955,-66829,66195,0,0
22963,-66858,66216,0,0
22972,-66887,66239,0,0
22979,-66915,66261,0,0
22988,-66939,66284,0,0
22995,-66959,66303,0,0
23003,-66984,66328,0,0
23012,-67010,66349,0,0
23019,-67033,66369,0,0
23028,-67058,66384,0,0
23035,-67078,66395,0,0
23044,-67099,66409,0,0
23051,-67122,66421,0,0
23060,-67143,66430,0,0
23066,-67164,66438,0,0
23075,-67187,66443,0,0
23082,-67208,66444,0,0
23091,-67229,66446,0,0
23099,-67248,66454,0,0
23106,-67269,66459,0,0
23115,-67287,66466,0,0
23124,-67305,66469,0,0
23131,-67324,66473,0,0
23140,-67344,66479,0,0
23148,-67367,66490,0,0
23156,-67388,66500,0,0
23163,-67409,66510,0,0
23172,-67429,66519,0,0
23181,-67449,66529,0,0
23189,-67470,66540,0,0
23196,-67490,66553,0,0
23205,-67510,66564,0,0
23212,-67533,66576,0,0
23221,-67554,66588,0,0
23228,-67578,66604,0,0
23237,-67600,66624,0,0
23244,-67625,66643,0,0
23253,-67650,66659,0,0
23260,-67675,66680,0,0
23269,-67700,66703,0,0
23276,-67724,66723,0,0
23284,-67749,66740,0,0
23291,-67774,66760,0,0
23300,-67799,66781,0,0
23307,-67823,66804,0,0
23316,-67849,66825,0,0
23323,-67875,66844,0,0
23332,-67902,66866,0,0
23339,-67927,66888,0,0
23348,-67950,66909,0,0
23355,-67977,66929,0,0
23364,-68004,66948,0,0
23371,-68029,66965,0,0
23380,-68055,66984,0,0
23387,-68080,67003,0,0
23396,-68102,67021,0,0
23404,-68124,67040,0,0
23411,-68145,67059,0,0
23420,-68165,67074,0,0
23428,-68184,67088,0,0
23435,-68204,67103,0,0
23443,-68225,67118,0,0
23452,-68243,67131,0,0
23459,-68267,67140,0,0
23468,-68290,67156,0,0
23475,-68313,67173,0,0
23483,-68337,67186,0,0
23492,-68363,67201,0,0
23500,-68388,67215,0,0
23508,-68410,67231,0,0
23515,-68432,67244,0,0
23524,-68450,67259,0,0
23531,-68470,67276,0,0
23540,-68492,67295,0,0
23549,-68510,67311,0,0
23556,-68530,67328,0,0
23564,-68553,67344,0,0
23573,-68575,67358,0,0
23580,-68602,67374,0,0
23589,-68628,67388,0,0
23596,-68653,67403,0,0
23605,-68678,67415,0,0
23612,-68700,67430,0,0
23620,-68725,67448,0,0
23629,-68752,67465,0,0
23636,-68774,67479,0,0
23645,-68797,67495,0,0
23651,-68817,67513,0,0
23661,-68834,67528,0,0
23667,-68850,67544,0,0
23676,-68870,67563,0,0
23683,-68895,67579,0,0
23692,-68923,67596,0,0
23700,-68944,67611,0,0
23707,-68970,67629,0,0
23715,-69000,67648,0,0
23723,-69029,67668,0,0
23731,-69054,67689,0,0
23740,-69082,67710,0,0
23747,-69107,67729,0,0
23756,-69133,67746,0,0
23763,-69158,67765,0,0
23772,-69182,67785,0,0
23779,-69207,67808,0,0
23788,-69233,67828,0,0
23795,-69259,67851,0,0
23804,-69292,67881,0,0
23811,-69319,67909,0,0
23820,-69343,67930,0,0
23827,-69372,67953,0,0
23836,-69400,67970,0,0
23843,-69429,67985,0,0
23852,-69458,68000,0,0
23859,-69484,68020,0,0
23868,-69513,68036,0,0
23875,-69539,68055,0,0
23884,-69568,68074,0,0
23891,-69597,68090,0,0
23899,-69624,68105,0,0
23908,-69652,68121,0,0
23915,-69678,68136,0,0
23924,-69703,68150,0,0
23933,-69725,68161,0,0
23940,-69750,68176,0,0
23949,-69773,68186,0,0
23956,-69795,68198,0,0
23964,-69818,68209,0,0
23973,-69839,68218,0,0
23980,-69857,68225,0,0
23988,-69877,68234,0,0
23997,-69895,68243,0,0
24005,-69915,68255,0,0
24012,-69932,68264,0,0
24020,-69940,68269,0,0
24029,-69962,68280,0,0
24036,-69980,68291,0,0
24043,-70000,68304,0,0
24052,-70024,68315,0,0
24059,-70045,68330,0,0
24068,-70069,68350,0,0
24075,-70095,68371,0,0
24084,-70117,68391,0,0
24091,-70140,68411,0,0
24099,-70165,68433,0,0
24108,-70190,68454,0,0
24115,-70217,68479,0,0
24124,-70239,68501,0,0
24131,-70262,68525,0,0
24140,-70285,68548,0,0
24148,-70308,68571,0,0
24155,-70332,68598,0,0
24163,-70359,68624,0,0
24172,-70384,68651,0,0
24179,-70409,68678,0,0
24188,-70433,68704,0,0
24195,-70454,68728,0,0
24204,-70480,68755,0,0
24211,-70504,68780,0,0
24220,-70525,68804,0,0
24228,-70547,68830,0,0
24235,-70567,68854,0,0
24244,-70585,68880,0,0
24251,-70608,68904,0,0
24260,-70625,68929,0,0
24267,-70647,68953,0,0
24276,-70673,68976,0,0
24283,-70697,69000,0,0
24292,-70719,69025,0,0
24301,-70740,69051,0,0
24308,-70762,69080,0,0
24317,-70783,69109,0,0
24324,-70804,69131,0,0
24333,-70825,69153,0,0
24340,-70849,69176,0,0
24349,-70872,69200,0,0
24356,-70894,69221,0,0
24365,-70918,69245,0,0
24372,-70942,69269,0,0
24381,-70964,69294,0,0
24388,-70989,69321,0,0
24397,-71013,69349,0,0
24404,-71037,69375,0,0
24412,-71060,69400,0,0
24419,-71085,69423,0,0
24428,-71112,69445,0,0
24435,-71137,69469,0,0
24444,-71162,69493,0,0
24451,-71188,69515,0,0
24460,-71213,69535,0,0
24467,-71238,69558,0,0
24476,-71267,69581,0,0
24483,-71294,69603,0,0
24492,-71317,69623,0,0
24499,-71343,69650,0,0
24507,-71367,69675,0,0
24516,-71394,69700,0,0
24523,-71415,69721,0,0
24532,-71438,69741,0,0
24539,-71462,69761,0,0
24548,-71483,69780,0,0
24555,-71505,69801,0,0
24564,-71523,69826,0,0
24572,-71545,69853,0,0
24579,-71563,69878,0,0
24588,-71580,69898,0,0
24595,-71600,69918,0,0
24604,-71624,69938,0,0
24611,-71650,69964,0,0
24620,-71675,69989,0,0
24627,-71699,70014,0,0
24636,-71719,70036,0,0
24643,-71733,70059,0,0
24652,-71743,70079,0,0
24661,-71755,70100,0,0
24669,-71769,70120,0,0
24676,-71787,70143,0,0
24685,-71803,70165,0,0
24692,-71819,70189,0,0
24701,-71834,70213,0,0
24708,-71854,70231,0,0
24717,-71877,70256,0,0
24724,-71898,70281,0,0
24732,-71919,70306,0,0
24741,-71938,70334,0,0
24748,-71955,70359,0,0
24757,-71974,70383,0,0
24764,-71997,70406,0,0
24772,-72024,70435,0,0
24779,-72048,70461,0,0
24788,-72073,70488,0,0
24795,-72097,70514,0,0
24804,-72122,70541,0,0
24812,-72152,70570,0,0
24819,-72187,70593,0,0
24828,-72218,70621,0,0
24836,-72245,70649,0,0
24844,-72273,70673,0,0
24851,-72302,70700,0,0
24860,-72327,70728,0,0
24867,-72350,70753,0,0
24876,-72377,70778,0,0
24883,-72403,70801,0,0
24892,-72427,70826,0,0
24899,-72448,70850,0,0
24908,-72472,70880,0,0
24915,-72499,70905,0,0
24924,-72529,70929,0,0
24931,-72555,70949,0,0
24939,-72580,70968,0,0
24948,-72604,70986,0,0
24955,-72630,71003,0,0
24964,-72657,71018,0,0
24971,-72682,71030,0,0
24980,-72708,71041,0,0
24987,-72734,71053,0,0
24996,-72759,71064,0,0
25003,-72784,71074,0,0
25012,-72809,71081,0,0
25021,-72834,71091,0,0
25028,-72860,71104,0,0
25037,-72884,71111,0,0
25044,-72907,71119,0,0
25053,-72932,71126,0,0
25060,-72955,71133,0,0
25068,-72977,71141,0,0
25077,-72999,71151,0,0
25084,-73018,71161,0,0
25092,-73037,71173,0,0
25101,-73055,71184,0,0
25108,-73073,71196,0,0
25117,-73089,71208,0,0
25124,-73109,71224,0,0
25133,-73130,71239,0,0
25140,-73154,71254,0,0
25149,-73177,71271,0,0
25155,-73202,71289,0,0
25164,-73223,71310,0,0
25171,-73242,71330,0,0
25180,-73263,71350,0,0
25187,-73290,71373,0,0
25196,-73317,71394,0,0
25203,-73345,71414,0,0
25212,-73374,71436,0,0
25219,-73398,71458,0,0
25228,-73424,71480,0,0
25235,-73454,71506,0,0
25244,-73483,71530,0,0
25251,-73513,71556,0,0
25260,-73540,71579,0,0
25267,-73565,71600,0,0
25276,-73590,71623,0,0
25283,-73613,71645,0,0
25292,-73635,71670,0,0
25299,-73657,71695,0,0
25307,-73682,71718,0,0
25315,-73704,71736,0,0
25323,-73727,71758,0,0
25332,-73748,71776,0,0
25339,-73767,71791,0,0
25348,-73785,71808,0,0
25355,-73800,71821,0,0
25364,-73818,71836,0,0
25371,-73838,71849,0,0
25380,-73854,71860,0,0
25389,-73873,71873,0,0
25396,-73890,71891,0,0
25403,-73907,71910,0,0
25412,-73924,71930,0,0
25421,-73940,71950,0,0
25428,-73959,71965,0,0
25437,-73982,71986,0,0
25445,-74002,72005,0,0
25452,-74022,72023,0,0
25462,-74044,72043,0,0
25468,-74067,72064,0,0
25476,-74089,72088,0,0
25485,-74110,72115,0,0
25492,-74137,72140,0,0
25500,-74165,72165,0,0
25509,-74190,72193,0,0
25516,-74215,72221,0,0
25524,-74243,72251,0,0
25531,-74272,72280,0,0
25540,-74300,72309,0,0
25548,-74329,72339,0,0
25555,-74358,72368,0,0
25563,-74387,72391,0,0
25572,-74414,72418,0,0
25580,-74440,72445,0,0
25587,-74470,72470,0,0
25596,-74495,72495,0,0
25604,-74522,72519,0,0
25611,-74545,72540,0,0
25620,-74569,72560,0,0
25627,-74593,72583,0,0
25636,-74617,72604,0,0
25643,-74638,72625,0,0
25652,-74653,72641,0,0
25659,-74673,72658,0,0
25667,-74694,72673,0,0
25676,-74713,72686,0,0
25683,-74730,72701,0,0
25692,-74748,72716,0,0
25700,-74765,72731,0,0
25707,-74783,72746,0,0
25716,-74803,72760,0,0
25723,-74824,72776,0,0
25732,-74842,72789,0,0
25740,-74860,72803,0,0
25748,-74879,72816,0,0
25755,-74894,72828,0,0
25764,-74907,72842,0,0
25771,-74921,72859,0,0
25780,-74938,72876,0,0
25789,-74955,72895,0,0
25796,-74973,72916,0,0
25805,-74989,72939,0,0
25812,-75008,72963,0,0
25821,-75024,72985,0,0
25828,-75039,73014,0,0
25837,-75059,73056,0,0
25844,-75079,73099,0,0
25852,-75100,73146,0,0
25861,-75124,73194,0,0
25868,-75144,73236,0,0
25877,-75163,73274,0,0
25884,-75183,73308,0,0
25893,-75204,73338,0,0
25899,-75227,73365,0,0
25907,-75249,73390,0,0
25915,-75273,73416,0,0
25924,-75299,73446,0,0
25931,-75324,73474,0,0
25939,-75352,73503,0,0
25948,-75378,73529,0,0
25955,-75403,73554,0,0
25964,-75428,73579,0,0
25971,-75454,73600,0,0
25980,-75479,73623,0,0
25987,-75505,73648,0,0
25996,-75530,73673,0,0
26003,-75557,73695,0,0
26012,-75584,73718,0,0
26019,-75608,73735,0,0
26028,-75633,73756,0,0
26035,-75658,73778,0,0
26044,-75683,73795,0,0
26051,-75709,73813,0,0
26060,-75737,73833,0,0
26067,-75764,73851,0,0
26076,-75789,73866,0,0
26083,-75815,73883,0,0
26092,-75840,73900,0,0
26099,-75868,73915,0,0
26108,-75895,73930,0,0
26116,-75919,73944,0,0
26123,-75944,73956,0,0
26132,-75969,73968,0,0
26139,-75994,73978,0,0
26148,-76022,73985,0,0
26157,-76048,73995,0,0
26164,-76072,74003,0,0
26173,-76094,74005,0,0
26180,-76115,74009,0,0
26189,-76137,74009,0,0
26197,-76155,74009,0,0
26204,-76175,74009,0,0
26213,-76197,74010,0,0
26220,-76214,74010,0,0
26229,-76232,74010,0,0
26236,-76250,74011,0,0
26244,-76268,74013,0,0
26253,-76288,74015,0,0
26260,-76308,74019,0,0
26269,-76328,74021,0,0
26276,-76349,74025,0,0
26284,-76370,74028,0,0
26291,-76390,74033,0,0
26300,-76415,74040,0,0
26307,-76439,74046,0,0
26316,-76468,74059,0,0
26323,-76498,74073,0,0
26331,-76523,74086,0,0
26340,-76549,74100,0,0
26347,-76574,74111,0,0
26356,-76595,74118,0,0
26363,-76619,74123,0,0
26372,-76642,74126,0,0
26379,-76662,74129,0,0
26388,-76688,74134,0,0
26396,-76710,74136,0,0
26403,-76730,74139,0,0
26412,-76749,74143,0,0
26419,-76767,74145,0,0
26428,-76785,74146,0,0
26435,-76805,74148,0,0
26444,-76824,74148,0,0
26451,-76844,74149,0,0
26460,-76863,74149,0,0
26467,-76880,74149,0,0
26476,-76895,74150,0,0
26483,-76923,74153,0,0
26492,-76940,74154,0,0
26499,-76959,74158,0,0
26507,-76979,74160,0,0
26516,-76999,74164,0,0
26523,-77019,74166,0,0
26532,-77039,74170,0,0
26541,-77058,74175,0,0
26549,-77080,74181,0,0
26556,-77100,74188,0,0
26565,-77120,74196,0,0
26572,-77143,74209,0,0
26581,-77163,74220,0,0
26588,-77184,74235,0,0
26597,-77209,74254,0,0
26604,-77233,74274,0,0
26612,-77259,74296,0,0
26621,-77288,74319,0,0
26628,-77318,74340,0,0
26637,-77345,74355,0,0
26644,-77370,74370,0,0
26652,-77393,74386,0,0
26659,-77417,74406,0,0
26668,-77443,74424,0,0
26675,-77469,74441,0,0
26683,-77495,74460,0,0
26692,-77520,74478,0,0
26699,-77545,74495,0,0
26708,-77570,74515,0,0
26715,-77595,74535,0,0
26724,-77620,74558,0,0
26731,-77647,74579,0,0
26740,-77673,74595,0,0
26747,-77697,74613,0,0
26755,-77717,74626,0,0
26762,-77724,74631,0,0
26770,-77724,74631,0,0
26771,-77739,74644,0,0
26780,-77758,74658,0,0
26787,-77780,74674,0,0
26795,-77797,74689,0,0
26803,-77811,74701,0,0
26812,-77825,74714,0,0
26819,-77839,74730,0,0
26828,-77853,74746,0,0
26835,-77872,74765,0,0
26844,-77889,74781,0,0
26851,-77908,74801,0,0
26860,-77927,74823,0,0
26867,-77940,74844,0,0
26876,-77950,74869,0,0
26883,-77964,74893,0,0
26892,-77977,74914,0,0
26901,-77989,74935,0,0
26908,-78002,74961,0,0
26916,-78018,74990,0,0
26925,-78034,75016,0,0
26932,-78052,75044,0,0
26941,-78069,75070,0,0
26948,-78090,75100,0,0
26957,-78113,75128,0,0
26964,-78133,75156,0,0
26973,-78157,75184,0,0
26980,-78182,75209,0,0
26988,-78209,75234,0,0
26997,-78238,75260,0,0
27004,-78264,75285,0,0
27012,-78290,75310,0,0
27020,-78313,75336,0,0
27027,-78328,75360,0,0
27036,-78350,75386,0,0
27043,-78372,75414,0,0
27052,-78395,75439,0,0
27060,-78422,75464,0,0
27068,-78445,75486,0,0
27075,-78470,75513,0,0
27084,-78498,75539,0,0
27091,-78523,75564,0,0
27100,-78547,75589,0,0
27107,-78572,75615,0,0
27115,-78597,75640,0,0
27123,-78623,75664,0,0
27131,-78649,75689,0,0
27139,-78674,75715,0,0
27147,-78697,75743,0,0
27155,-78717,75768,0,0
27164,-78742,75793,0,0
27171,-78772,75819,0,0
27179,-78798,75843,0,0
27188,-78824,75869,0,0
27196,-78849,75893,0,0
27203,-78874,75919,0,0
27212,-78899,75945,0,0
27219,-78928,75971,0,0
27228,-78958,75998,0,0
27235,-78989,76020,0,0
27244,-79017,76046,0,0
27251,-79045,76071,0,0
27259,-79077,76095,0,0
27268,-79104,76119,0,0
27275,-79132,76145,0,0
27284,-79157,76171,0,0
27293,-79182,76198,0,0
27300,-79205,76223,0,0
27309,-79233,76249,0,0
27316,-79258,76275,0,0
27325,-79277,76296,0,0
27332,-79297,76320,0,0
27341,-79319,76346,0,0
27348,-79342,76373,0,0
27357,-79363,76396,0,0
27365,-79384,76419,0,0
27372,-79404,76443,0,0
27381,-79422,76466,0,0
27388,-79439,76491,0,0
27397,-79458,76519,0,0
27403,-79478,76541,0,0
27411,-79500,76565,0,0
27420,-79527,76591,0,0
27427,-79550,76618,0,0
27436,-79573,76643,0,0
27443,-79597,76670,0,0
27451,-79618,76696,0,0
27460,-79640,76721,0,0
27467,-79665,76746,0,0
27476,-79692,76771,0,0
27483,-79718,76795,0,0
27492,-79743,76820,0,0
27499,-79767,76844,0,0
27508,-79793,76870,0,0
27515,-79819,76893,0,0
27524,-79844,76914,0,0
27531,-79870,76936,0,0
27540,-79894,76955,0,0
27547,-79918,76975,0,0
27556,-79943,76994,0,0
27563,-79964,77016,0,0
27572,-79985,77043,0,0
27579,-80000,77064,0,0
27588,-80017,77084,0,0
27596,-80035,77103,0,0
27603,-80055,77116,0,0
27612,-80073,77133,0,0
27619,-80090,77153,0,0
27628,-80110,77170,0,0
27635,-80130,77186,0,0
27644,-80148,77206,0,0
27652,-80165,77228,0,0
27661,-80185,77250,0,0
27668,-80204,77268,0,0
27677,-80225,77286,0,0
